product_category_name_english,order_year,order_month,order_day,review_score
books_general_interest,2018,8,8,5.0
books_general_interest,2018,8,10,5.0
books_general_interest,2018,8,11,5.0
books_general_interest,2018,8,12,4.333333333333333
books_general_interest,2018,8,13,4.5
books_general_interest,2018,8,14,5.0
books_general_interest,2018,8,18,5.0
books_general_interest,2018,8,19,5.0
books_general_interest,2018,8,20,4.0
books_general_interest,2018,8,21,5.0
books_general_interest,2018,8,22,1.0
books_general_interest,2018,8,23,5.0
books_general_interest,2018,8,24,4.666666666666667
books_general_interest,2018,8,27,4.0
books_imported,2017,4,20,1.0
books_imported,2017,6,16,5.0
books_imported,2017,8,21,5.0
books_imported,2017,9,3,5.0
books_imported,2017,9,15,5.0
books_imported,2017,9,18,5.0
books_imported,2017,11,3,5.0
books_imported,2017,11,25,5.0
books_imported,2017,12,4,3.0
books_imported,2017,12,14,4.0
books_imported,2017,12,18,3.0
books_imported,2018,1,8,1.0
books_imported,2018,1,11,2.0
books_imported,2018,1,15,5.0
books_imported,2018,1,18,5.0
books_imported,2018,1,29,5.0
books_imported,2018,1,31,5.0
books_imported,2018,2,2,4.0
books_imported,2018,2,15,5.0
books_imported,2018,2,23,4.0
books_imported,2018,3,14,5.0
books_imported,2018,3,22,5.0
books_imported,2018,4,2,5.0
books_imported,2018,4,4,5.0
books_imported,2018,4,11,5.0
books_imported,2018,4,28,4.0
books_imported,2018,5,7,5.0
books_imported,2018,5,11,5.0
books_imported,2018,5,15,5.0
books_imported,2018,5,16,5.0
books_imported,2018,5,18,4.0
books_imported,2018,5,21,5.0
books_imported,2018,5,22,5.0
books_imported,2018,5,23,5.0
books_imported,2018,6,6,5.0
books_imported,2018,6,10,5.0
books_imported,2018,6,12,5.0
books_imported,2018,6,13,5.0
books_imported,2018,6,14,5.0
books_imported,2018,6,24,5.0
books_imported,2018,6,26,5.0
books_imported,2018,6,29,5.0
books_imported,2018,7,2,5.0
books_imported,2018,7,3,5.0
books_imported,2018,7,5,1.0
books_imported,2018,7,15,1.0
books_imported,2018,7,30,5.0
books_imported,2018,8,7,5.0
books_technical,2017,2,15,4.0
books_technical,2017,3,10,5.0
books_technical,2017,3,15,5.0
books_technical,2017,4,6,4.0
books_technical,2017,5,1,4.0
books_technical,2017,5,3,5.0
books_technical,2017,5,12,5.0
books_technical,2017,6,2,5.0
books_technical,2017,6,9,5.0
books_technical,2017,7,28,5.0
books_technical,2017,7,31,5.0
books_technical,2017,8,4,4.0
books_technical,2017,8,10,5.0
books_technical,2017,8,11,5.0
books_technical,2017,8,21,5.0
books_technical,2017,8,24,5.0
books_technical,2017,8,26,4.0
books_technical,2017,8,28,5.0
books_technical,2017,8,30,5.0
books_technical,2017,8,31,4.0
books_technical,2017,9,11,3.0
books_technical,2017,9,13,5.0
books_technical,2017,9,15,4.0
books_technical,2017,9,16,5.0
books_technical,2017,9,17,5.0
books_technical,2017,9,19,4.0
books_technical,2017,9,30,5.0
books_technical,2017,10,1,5.0
books_technical,2017,10,3,5.0
books_technical,2017,10,20,4.0
books_technical,2017,10,23,5.0
books_technical,2017,10,29,5.0
books_technical,2017,10,31,5.0
books_technical,2017,11,23,5.0
books_technical,2017,11,24,5.0
books_technical,2017,11,25,1.0
books_technical,2017,11,29,5.0
books_technical,2017,11,30,5.0
books_technical,2017,12,2,5.0
books_technical,2017,12,5,5.0
books_technical,2017,12,10,1.0
books_technical,2017,12,11,5.0
books_technical,2018,1,2,5.0
books_technical,2018,1,10,4.0
books_technical,2018,1,15,5.0
books_technical,2018,1,16,5.0
books_technical,2018,1,22,5.0
books_technical,2018,1,24,5.0
books_technical,2018,1,25,3.0
books_technical,2018,1,26,5.0
books_technical,2018,1,27,5.0
books_technical,2018,1,29,5.0
books_technical,2018,1,30,5.0
books_technical,2018,1,31,5.0
books_technical,2018,2,1,4.0
books_technical,2018,2,2,2.3333333333333335
books_technical,2018,2,3,5.0
books_technical,2018,2,5,5.0
books_technical,2018,2,6,5.0
books_technical,2018,2,9,5.0
books_technical,2018,2,13,3.0
books_technical,2018,2,14,5.0
books_technical,2018,2,15,5.0
books_technical,2018,2,16,5.0
books_technical,2018,2,19,3.5
books_technical,2018,2,21,1.0
books_technical,2018,2,24,5.0
books_technical,2018,2,26,4.666666666666667
books_technical,2018,2,27,1.0
books_technical,2018,2,28,3.0
books_technical,2018,3,1,5.0
books_technical,2018,3,3,5.0
books_technical,2018,3,5,1.0
books_technical,2018,3,7,5.0
books_technical,2018,3,8,5.0
books_technical,2018,3,10,5.0
books_technical,2018,3,15,5.0
books_technical,2018,3,16,4.0
books_technical,2018,3,20,5.0
books_technical,2018,3,22,3.0
books_technical,2018,3,23,4.5
books_technical,2018,3,27,5.0
books_technical,2018,4,1,5.0
books_technical,2018,4,2,5.0
books_technical,2018,4,4,5.0
books_technical,2018,4,9,2.0
books_technical,2018,4,12,4.0
books_technical,2018,4,13,5.0
books_technical,2018,4,17,5.0
books_technical,2018,4,20,5.0
books_technical,2018,4,23,5.0
books_technical,2018,4,24,5.0
books_technical,2018,4,25,1.0
books_technical,2018,4,26,5.0
books_technical,2018,4,28,3.0
books_technical,2018,4,29,5.0
books_technical,2018,4,30,5.0
books_technical,2018,5,1,4.0
books_technical,2018,5,2,5.0
books_technical,2018,5,3,4.75
books_technical,2018,5,4,4.0
books_technical,2018,5,5,4.0
books_technical,2018,5,6,5.0
books_technical,2018,5,7,5.0
books_technical,2018,5,8,3.75
books_technical,2018,5,9,3.6666666666666665
books_technical,2018,5,10,3.5
books_technical,2018,5,11,5.0
books_technical,2018,5,12,5.0
books_technical,2018,5,14,4.5
books_technical,2018,5,15,5.0
books_technical,2018,5,16,4.333333333333333
books_technical,2018,5,17,2.0
books_technical,2018,5,18,2.5
books_technical,2018,5,20,4.5
books_technical,2018,5,21,4.666666666666667
books_technical,2018,5,22,5.0
books_technical,2018,5,23,5.0
books_technical,2018,5,25,4.5
books_technical,2018,5,29,5.0
books_technical,2018,5,30,5.0
books_technical,2018,6,1,5.0
books_technical,2018,6,3,4.0
books_technical,2018,6,4,5.0
books_technical,2018,6,6,5.0
books_technical,2018,6,8,2.0
books_technical,2018,6,9,5.0
books_technical,2018,6,11,5.0
books_technical,2018,6,12,5.0
books_technical,2018,6,14,5.0
books_technical,2018,6,18,4.666666666666667
books_technical,2018,6,19,4.0
books_technical,2018,6,20,5.0
books_technical,2018,6,21,5.0
books_technical,2018,6,23,3.6666666666666665
books_technical,2018,6,30,5.0
books_technical,2018,7,2,4.0
books_technical,2018,7,3,5.0
books_technical,2018,7,4,5.0
books_technical,2018,7,5,5.0
books_technical,2018,7,10,5.0
books_technical,2018,7,11,4.0
books_technical,2018,7,13,5.0
books_technical,2018,7,16,5.0
books_technical,2018,7,17,1.0
books_technical,2018,7,19,3.0
books_technical,2018,7,20,5.0
books_technical,2018,7,23,5.0
books_technical,2018,7,24,5.0
books_technical,2018,7,26,4.0
books_technical,2018,7,28,4.0
books_technical,2018,7,31,2.3333333333333335
books_technical,2018,8,1,5.0
books_technical,2018,8,2,5.0
books_technical,2018,8,3,5.0
books_technical,2018,8,4,5.0
books_technical,2018,8,6,5.0
books_technical,2018,8,7,5.0
books_technical,2018,8,9,4.75
books_technical,2018,8,10,4.0
books_technical,2018,8,11,5.0
books_technical,2018,8,14,4.666666666666667
books_technical,2018,8,16,5.0
books_technical,2018,8,17,5.0
books_technical,2018,8,18,4.0
books_technical,2018,8,19,3.0
books_technical,2018,8,20,5.0
books_technical,2018,8,21,3.0
books_technical,2018,8,22,5.0
books_technical,2018,8,23,5.0
cds_dvds_musicals,2017,7,5,4.0
cds_dvds_musicals,2017,7,10,5.0
cds_dvds_musicals,2017,7,12,3.0
cds_dvds_musicals,2017,7,28,4.0
cds_dvds_musicals,2017,8,7,5.0
cds_dvds_musicals,2017,8,22,5.0
cds_dvds_musicals,2017,10,24,5.0
cds_dvds_musicals,2017,11,1,5.0
cds_dvds_musicals,2017,11,4,5.0
cds_dvds_musicals,2017,11,16,5.0
cds_dvds_musicals,2017,12,18,5.0
cds_dvds_musicals,2018,4,20,5.0
christmas_supplies,2017,4,25,5.0
christmas_supplies,2017,6,25,4.333333333333333
christmas_supplies,2017,7,15,4.0
christmas_supplies,2017,7,22,5.0
christmas_supplies,2017,8,25,5.0
christmas_supplies,2017,9,6,5.0
christmas_supplies,2017,9,14,4.666666666666667
christmas_supplies,2017,10,4,3.0
christmas_supplies,2017,10,7,4.0
christmas_supplies,2017,10,9,4.0
christmas_supplies,2017,10,16,5.0
christmas_supplies,2017,10,25,5.0
christmas_supplies,2017,10,30,5.0
christmas_supplies,2017,11,1,5.0
christmas_supplies,2017,11,6,5.0
christmas_supplies,2017,11,7,3.0
christmas_supplies,2017,11,9,5.0
christmas_supplies,2017,11,11,4.0
christmas_supplies,2017,11,13,4.5
christmas_supplies,2017,11,14,5.0
christmas_supplies,2017,11,17,4.0
christmas_supplies,2017,11,18,2.0
christmas_supplies,2017,11,24,4.0
christmas_supplies,2017,11,25,2.0
christmas_supplies,2017,11,26,4.0
christmas_supplies,2017,11,27,3.0
christmas_supplies,2017,11,28,5.0
christmas_supplies,2017,11,30,2.0
christmas_supplies,2017,12,7,3.5
christmas_supplies,2017,12,8,5.0
christmas_supplies,2017,12,11,4.0
christmas_supplies,2017,12,12,5.0
christmas_supplies,2017,12,13,4.0
christmas_supplies,2017,12,19,5.0
christmas_supplies,2017,12,20,5.0
christmas_supplies,2017,12,22,5.0
christmas_supplies,2017,12,27,5.0
christmas_supplies,2017,12,28,5.0
christmas_supplies,2017,12,30,5.0
christmas_supplies,2017,12,31,1.0
christmas_supplies,2018,1,6,5.0
christmas_supplies,2018,1,7,5.0
christmas_supplies,2018,1,9,5.0
christmas_supplies,2018,1,11,4.0
christmas_supplies,2018,1,15,5.0
christmas_supplies,2018,1,24,5.0
christmas_supplies,2018,1,25,3.0
christmas_supplies,2018,1,31,2.3333333333333335
christmas_supplies,2018,2,1,4.0
christmas_supplies,2018,2,3,5.0
christmas_supplies,2018,2,5,4.5
christmas_supplies,2018,2,6,5.0
christmas_supplies,2018,2,7,1.75
christmas_supplies,2018,2,8,5.0
christmas_supplies,2018,2,11,2.5
christmas_supplies,2018,2,14,2.0
christmas_supplies,2018,2,15,4.0
christmas_supplies,2018,2,17,5.0
christmas_supplies,2018,2,21,4.0
christmas_supplies,2018,2,25,5.0
christmas_supplies,2018,3,1,3.0
christmas_supplies,2018,3,2,2.0
christmas_supplies,2018,3,4,1.0
christmas_supplies,2018,3,5,5.0
christmas_supplies,2018,3,20,5.0
christmas_supplies,2018,3,21,5.0
christmas_supplies,2018,3,22,1.0
christmas_supplies,2018,3,24,1.0
christmas_supplies,2018,3,26,5.0
christmas_supplies,2018,3,27,5.0
christmas_supplies,2018,4,1,5.0
christmas_supplies,2018,4,2,3.0
christmas_supplies,2018,4,12,5.0
christmas_supplies,2018,4,16,5.0
christmas_supplies,2018,4,20,5.0
christmas_supplies,2018,4,23,4.5
christmas_supplies,2018,4,30,4.0
christmas_supplies,2018,5,1,5.0
christmas_supplies,2018,5,6,5.0
christmas_supplies,2018,5,11,5.0
christmas_supplies,2018,5,14,5.0
christmas_supplies,2018,5,23,5.0
christmas_supplies,2018,6,5,5.0
christmas_supplies,2018,6,6,3.0
christmas_supplies,2018,6,19,5.0
christmas_supplies,2018,6,23,5.0
christmas_supplies,2018,6,25,5.0
christmas_supplies,2018,6,26,4.0
christmas_supplies,2018,7,2,4.0
christmas_supplies,2018,7,21,5.0
christmas_supplies,2018,7,23,4.5
christmas_supplies,2018,7,24,5.0
christmas_supplies,2018,7,25,3.0
christmas_supplies,2018,7,29,4.0
christmas_supplies,2018,7,31,5.0
christmas_supplies,2018,8,2,4.0
christmas_supplies,2018,8,4,5.0
christmas_supplies,2018,8,7,4.0
christmas_supplies,2018,8,9,5.0
christmas_supplies,2018,8,12,4.0
christmas_supplies,2018,8,15,4.0
christmas_supplies,2018,8,16,5.0
christmas_supplies,2018,8,17,4.0
christmas_supplies,2018,8,18,5.0
christmas_supplies,2018,8,19,1.0
cine_photo,2017,2,17,5.0
cine_photo,2017,4,3,5.0
cine_photo,2017,4,25,5.0
cine_photo,2017,5,2,5.0
cine_photo,2017,6,1,5.0
cine_photo,2017,9,15,5.0
cine_photo,2017,10,18,3.0
cine_photo,2017,11,24,1.0
cine_photo,2018,1,6,5.0
cine_photo,2018,1,17,5.0
cine_photo,2018,2,15,5.0
cine_photo,2018,2,24,5.0
cine_photo,2018,3,12,1.0
cine_photo,2018,3,15,3.0
cine_photo,2018,3,16,1.0
cine_photo,2018,3,18,5.0
cine_photo,2018,3,22,2.0
cine_photo,2018,3,28,3.0
cine_photo,2018,4,2,5.0
cine_photo,2018,4,9,2.0
cine_photo,2018,4,20,5.0
cine_photo,2018,4,22,5.0
cine_photo,2018,4,26,5.0
cine_photo,2018,5,6,4.0
cine_photo,2018,5,8,5.0
cine_photo,2018,5,9,5.0
cine_photo,2018,5,11,5.0
cine_photo,2018,5,14,4.0
cine_photo,2018,5,15,5.0
cine_photo,2018,5,16,5.0
cine_photo,2018,5,17,3.0
cine_photo,2018,5,18,5.0
cine_photo,2018,5,19,5.0
cine_photo,2018,5,20,5.0
cine_photo,2018,5,22,5.0
cine_photo,2018,5,31,5.0
cine_photo,2018,6,4,5.0
cine_photo,2018,6,11,5.0
cine_photo,2018,6,12,1.0
cine_photo,2018,6,14,4.0
cine_photo,2018,6,19,5.0
cine_photo,2018,6,23,5.0
cine_photo,2018,6,26,5.0
cine_photo,2018,6,30,5.0
cine_photo,2018,7,4,5.0
cine_photo,2018,7,9,1.0
cine_photo,2018,7,13,5.0
cine_photo,2018,7,15,5.0
cine_photo,2018,7,19,5.0
cine_photo,2018,7,26,5.0
cine_photo,2018,8,2,3.0
cine_photo,2018,8,12,4.0
cine_photo,2018,8,14,5.0
cine_photo,2018,8,16,4.0
cine_photo,2018,8,18,4.0
cine_photo,2018,8,20,5.0
cine_photo,2018,8,25,5.0
computers,2017,1,30,4.0
computers,2017,2,21,5.0
computers,2017,8,28,4.0
computers,2017,8,29,4.133333333333334
computers,2017,8,30,4.75
computers,2017,8,31,5.0
computers,2017,9,1,3.7142857142857144
computers,2017,9,2,5.0
computers,2017,9,3,3.6666666666666665
computers,2017,9,4,4.2
computers,2017,9,5,5.0
computers,2017,9,6,4.5
computers,2017,9,7,5.0
computers,2017,9,12,5.0
computers,2017,9,14,5.0
computers,2017,9,15,5.0
computers,2017,9,17,4.5
computers,2017,9,18,5.0
computers,2017,9,25,5.0
computers,2017,9,27,4.0
computers,2017,9,28,5.0
computers,2017,9,30,5.0
computers,2017,10,1,4.0
computers,2017,10,2,1.0
computers,2017,10,3,5.0
computers,2017,10,5,5.0
computers,2017,10,7,5.0
computers,2017,10,9,3.0
computers,2017,10,10,5.0
computers,2017,10,11,1.0
computers,2017,10,15,5.0
computers,2017,10,16,5.0
computers,2017,10,22,5.0
computers,2017,10,23,5.0
computers,2017,10,24,5.0
computers,2017,10,26,5.0
computers,2017,10,27,4.0
computers,2017,10,29,4.0
computers,2017,10,30,5.0
computers,2017,10,31,3.75
computers,2017,11,1,5.0
computers,2017,11,2,5.0
computers,2017,11,3,5.0
computers,2017,11,4,3.0
computers,2017,11,9,3.5
computers,2017,12,4,5.0
computers,2017,12,6,3.0
computers,2017,12,7,5.0
computers,2017,12,11,4.0
computers,2017,12,12,5.0
computers,2017,12,15,4.0
computers,2017,12,16,2.0
computers,2017,12,18,4.0
computers,2017,12,20,5.0
computers,2017,12,26,1.6666666666666667
computers,2017,12,28,3.5
computers,2017,12,31,3.0
computers,2018,1,2,5.0
computers,2018,1,3,3.0
computers,2018,1,4,4.0
computers,2018,1,6,5.0
computers,2018,1,7,5.0
computers,2018,1,9,5.0
computers,2018,1,10,5.0
computers,2018,1,11,3.0
computers,2018,1,12,5.0
computers,2018,1,15,5.0
computers,2018,1,27,1.0
computers,2018,4,4,4.0
computers,2018,4,8,5.0
computers,2018,4,9,4.0
computers,2018,4,10,5.0
computers,2018,4,13,1.0
computers,2018,4,15,5.0
computers,2018,4,17,4.0
computers,2018,4,18,4.75
computers,2018,4,19,4.5
computers,2018,5,3,5.0
computers,2018,5,10,4.4
computers,2018,5,11,5.0
computers,2018,5,22,5.0
computers,2018,5,25,5.0
computers,2018,6,1,1.0
computers,2018,6,6,5.0
computers,2018,6,11,5.0
computers,2018,6,19,5.0
computers,2018,6,22,5.0
computers,2018,6,30,5.0
computers,2018,7,1,2.0
computers,2018,7,4,4.0
computers,2018,7,11,5.0
computers,2018,7,15,4.0
computers,2018,7,26,5.0
computers,2018,7,31,5.0
computers,2018,8,6,1.0
computers,2018,8,8,5.0
computers,2018,8,9,4.0
computers,2018,8,10,4.0
computers,2018,8,11,4.0
computers,2018,8,14,1.0
computers,2018,8,20,4.666666666666667
computers,2018,8,21,5.0
computers,2018,8,22,4.0
computers_accessories,2016,10,4,1.0
computers_accessories,2016,10,5,3.6666666666666665
computers_accessories,2016,10,6,4.0
computers_accessories,2016,10,7,5.0
computers_accessories,2016,10,8,3.6666666666666665
computers_accessories,2016,10,9,4.0
computers_accessories,2016,10,10,3.0
computers_accessories,2017,1,12,4.0
computers_accessories,2017,1,18,4.0
computers_accessories,2017,1,19,5.0
computers_accessories,2017,1,21,5.0
computers_accessories,2017,1,23,5.0
computers_accessories,2017,1,24,5.0
computers_accessories,2017,1,25,5.0
computers_accessories,2017,1,26,1.0
computers_accessories,2017,1,27,4.777777777777778
computers_accessories,2017,1,29,2.0
computers_accessories,2017,1,30,4.0
computers_accessories,2017,1,31,4.0
computers_accessories,2017,2,1,3.857142857142857
computers_accessories,2017,2,2,4.0
computers_accessories,2017,2,3,5.0
computers_accessories,2017,2,4,3.6666666666666665
computers_accessories,2017,2,7,3.3333333333333335
computers_accessories,2017,2,8,5.0
computers_accessories,2017,2,9,4.0
computers_accessories,2017,2,10,3.6666666666666665
computers_accessories,2017,2,11,4.75
computers_accessories,2017,2,12,5.0
computers_accessories,2017,2,13,3.0
computers_accessories,2017,2,14,4.375
computers_accessories,2017,2,15,5.0
computers_accessories,2017,2,16,4.0
computers_accessories,2017,2,17,5.0
computers_accessories,2017,2,18,4.2
computers_accessories,2017,2,19,3.0
computers_accessories,2017,2,20,4.571428571428571
computers_accessories,2017,2,21,5.0
computers_accessories,2017,2,22,3.0
computers_accessories,2017,2,23,4.428571428571429
computers_accessories,2017,2,24,4.428571428571429
computers_accessories,2017,2,25,4.0
computers_accessories,2017,2,26,3.0
computers_accessories,2017,2,27,4.0
computers_accessories,2017,2,28,3.0
computers_accessories,2017,3,1,4.0
computers_accessories,2017,3,2,4.0
computers_accessories,2017,3,3,3.2
computers_accessories,2017,3,4,5.0
computers_accessories,2017,3,5,3.8
computers_accessories,2017,3,6,3.5
computers_accessories,2017,3,7,4.0
computers_accessories,2017,3,8,4.125
computers_accessories,2017,3,9,2.6363636363636362
computers_accessories,2017,3,10,4.071428571428571
computers_accessories,2017,3,11,3.1666666666666665
computers_accessories,2017,3,12,4.0
computers_accessories,2017,3,13,4.666666666666667
computers_accessories,2017,3,14,3.0
computers_accessories,2017,3,15,3.5
computers_accessories,2017,3,16,4.285714285714286
computers_accessories,2017,3,17,4.0
computers_accessories,2017,3,18,4.833333333333333
computers_accessories,2017,3,19,4.5
computers_accessories,2017,3,20,3.3333333333333335
computers_accessories,2017,3,21,4.857142857142857
computers_accessories,2017,3,22,3.3
computers_accessories,2017,3,23,4.444444444444445
computers_accessories,2017,3,24,3.3333333333333335
computers_accessories,2017,3,25,4.666666666666667
computers_accessories,2017,3,26,4.0
computers_accessories,2017,3,27,4.2
computers_accessories,2017,3,28,4.090909090909091
computers_accessories,2017,3,29,4.0
computers_accessories,2017,3,30,3.6666666666666665
computers_accessories,2017,3,31,3.5
computers_accessories,2017,4,1,5.0
computers_accessories,2017,4,2,4.0
computers_accessories,2017,4,3,4.5
computers_accessories,2017,4,4,3.8333333333333335
computers_accessories,2017,4,5,3.5
computers_accessories,2017,4,6,3.6666666666666665
computers_accessories,2017,4,7,4.666666666666667
computers_accessories,2017,4,8,5.0
computers_accessories,2017,4,9,4.5
computers_accessories,2017,4,10,4.2
computers_accessories,2017,4,11,4.833333333333333
computers_accessories,2017,4,12,4.666666666666667
computers_accessories,2017,4,13,3.8
computers_accessories,2017,4,14,4.5
computers_accessories,2017,4,15,2.5
computers_accessories,2017,4,16,3.0
computers_accessories,2017,4,17,3.25
computers_accessories,2017,4,18,4.0
computers_accessories,2017,4,19,4.25
computers_accessories,2017,4,20,4.25
computers_accessories,2017,4,21,5.0
computers_accessories,2017,4,22,4.5
computers_accessories,2017,4,23,4.6
computers_accessories,2017,4,24,3.375
computers_accessories,2017,4,25,3.7
computers_accessories,2017,4,26,4.333333333333333
computers_accessories,2017,4,27,3.111111111111111
computers_accessories,2017,4,28,4.2
computers_accessories,2017,4,29,2.375
computers_accessories,2017,4,30,3.0
computers_accessories,2017,5,1,4.333333333333333
computers_accessories,2017,5,2,4.0
computers_accessories,2017,5,3,4.5
computers_accessories,2017,5,4,5.0
computers_accessories,2017,5,5,3.5714285714285716
computers_accessories,2017,5,6,5.0
computers_accessories,2017,5,7,4.333333333333333
computers_accessories,2017,5,8,4.625
computers_accessories,2017,5,9,4.357142857142857
computers_accessories,2017,5,10,4.285714285714286
computers_accessories,2017,5,11,4.066666666666666
computers_accessories,2017,5,12,3.625
computers_accessories,2017,5,13,3.857142857142857
computers_accessories,2017,5,14,3.8
computers_accessories,2017,5,15,4.0
computers_accessories,2017,5,16,4.230769230769231
computers_accessories,2017,5,17,4.857142857142857
computers_accessories,2017,5,18,3.7
computers_accessories,2017,5,19,4.4
computers_accessories,2017,5,20,4.8
computers_accessories,2017,5,21,4.461538461538462
computers_accessories,2017,5,22,4.785714285714286
computers_accessories,2017,5,23,5.0
computers_accessories,2017,5,24,4.818181818181818
computers_accessories,2017,5,25,4.875
computers_accessories,2017,5,26,4.5
computers_accessories,2017,5,27,4.5
computers_accessories,2017,5,28,4.4
computers_accessories,2017,5,29,4.4
computers_accessories,2017,5,30,4.411764705882353
computers_accessories,2017,5,31,4.333333333333333
computers_accessories,2017,6,1,3.25
computers_accessories,2017,6,2,4.5
computers_accessories,2017,6,3,4.25
computers_accessories,2017,6,4,5.0
computers_accessories,2017,6,5,4.5
computers_accessories,2017,6,6,3.9
computers_accessories,2017,6,7,3.142857142857143
computers_accessories,2017,6,8,4.857142857142857
computers_accessories,2017,6,9,4.285714285714286
computers_accessories,2017,6,10,4.142857142857143
computers_accessories,2017,6,11,4.0
computers_accessories,2017,6,12,4.25
computers_accessories,2017,6,13,3.142857142857143
computers_accessories,2017,6,14,2.6666666666666665
computers_accessories,2017,6,15,3.0
computers_accessories,2017,6,16,3.6153846153846154
computers_accessories,2017,6,17,3.4444444444444446
computers_accessories,2017,6,18,4.6
computers_accessories,2017,6,19,3.769230769230769
computers_accessories,2017,6,20,4.777777777777778
computers_accessories,2017,6,21,4.428571428571429
computers_accessories,2017,6,22,3.8
computers_accessories,2017,6,23,4.8
computers_accessories,2017,6,24,3.6666666666666665
computers_accessories,2017,6,25,4.8
computers_accessories,2017,6,26,5.0
computers_accessories,2017,6,27,4.125
computers_accessories,2017,6,28,4.0
computers_accessories,2017,6,29,3.4
computers_accessories,2017,6,30,3.0
computers_accessories,2017,7,1,4.333333333333333
computers_accessories,2017,7,2,5.0
computers_accessories,2017,7,3,4.666666666666667
computers_accessories,2017,7,4,3.6363636363636362
computers_accessories,2017,7,5,4.333333333333333
computers_accessories,2017,7,6,4.1875
computers_accessories,2017,7,7,4.1
computers_accessories,2017,7,8,4.75
computers_accessories,2017,7,9,5.0
computers_accessories,2017,7,10,3.727272727272727
computers_accessories,2017,7,11,4.571428571428571
computers_accessories,2017,7,12,4.0
computers_accessories,2017,7,13,4.5
computers_accessories,2017,7,14,3.9285714285714284
computers_accessories,2017,7,15,4.166666666666667
computers_accessories,2017,7,16,4.2
computers_accessories,2017,7,17,4.5
computers_accessories,2017,7,18,4.277777777777778
computers_accessories,2017,7,19,3.75
computers_accessories,2017,7,20,4.111111111111111
computers_accessories,2017,7,21,3.7777777777777777
computers_accessories,2017,7,22,3.5555555555555554
computers_accessories,2017,7,23,4.666666666666667
computers_accessories,2017,7,24,3.823529411764706
computers_accessories,2017,7,25,3.6666666666666665
computers_accessories,2017,7,26,4.133333333333334
computers_accessories,2017,7,27,4.5
computers_accessories,2017,7,28,4.714285714285714
computers_accessories,2017,7,29,4.5
computers_accessories,2017,7,30,4.461538461538462
computers_accessories,2017,7,31,3.8
computers_accessories,2017,8,1,3.142857142857143
computers_accessories,2017,8,2,4.125
computers_accessories,2017,8,3,4.764705882352941
computers_accessories,2017,8,4,4.25
computers_accessories,2017,8,5,4.5
computers_accessories,2017,8,6,3.8
computers_accessories,2017,8,7,3.8181818181818183
computers_accessories,2017,8,8,4.375
computers_accessories,2017,8,9,4.166666666666667
computers_accessories,2017,8,10,4.142857142857143
computers_accessories,2017,8,11,4.666666666666667
computers_accessories,2017,8,12,3.5
computers_accessories,2017,8,13,4.888888888888889
computers_accessories,2017,8,14,3.6363636363636362
computers_accessories,2017,8,15,4.375
computers_accessories,2017,8,16,4.045454545454546
computers_accessories,2017,8,17,3.727272727272727
computers_accessories,2017,8,18,4.384615384615385
computers_accessories,2017,8,19,4.4
computers_accessories,2017,8,20,4.5
computers_accessories,2017,8,21,4.571428571428571
computers_accessories,2017,8,22,4.142857142857143
computers_accessories,2017,8,23,4.526315789473684
computers_accessories,2017,8,24,4.444444444444445
computers_accessories,2017,8,25,4.1
computers_accessories,2017,8,26,5.0
computers_accessories,2017,8,27,4.0
computers_accessories,2017,8,28,4.571428571428571
computers_accessories,2017,8,29,5.0
computers_accessories,2017,8,30,3.7
computers_accessories,2017,8,31,4.538461538461538
computers_accessories,2017,9,1,4.875
computers_accessories,2017,9,2,4.4
computers_accessories,2017,9,3,5.0
computers_accessories,2017,9,4,4.5
computers_accessories,2017,9,5,4.0
computers_accessories,2017,9,6,4.833333333333333
computers_accessories,2017,9,7,4.125
computers_accessories,2017,9,8,4.0
computers_accessories,2017,9,9,3.75
computers_accessories,2017,9,10,4.636363636363637
computers_accessories,2017,9,11,4.833333333333333
computers_accessories,2017,9,12,2.6818181818181817
computers_accessories,2017,9,13,4.25
computers_accessories,2017,9,14,3.5454545454545454
computers_accessories,2017,9,15,3.625
computers_accessories,2017,9,16,3.0
computers_accessories,2017,9,17,4.857142857142857
computers_accessories,2017,9,18,4.529411764705882
computers_accessories,2017,9,19,3.6
computers_accessories,2017,9,20,3.3333333333333335
computers_accessories,2017,9,21,4.5
computers_accessories,2017,9,22,3.8333333333333335
computers_accessories,2017,9,23,4.75
computers_accessories,2017,9,24,2.5
computers_accessories,2017,9,25,4.0
computers_accessories,2017,9,26,4.571428571428571
computers_accessories,2017,9,27,3.2142857142857144
computers_accessories,2017,9,28,4.25
computers_accessories,2017,9,29,4.666666666666667
computers_accessories,2017,9,30,4.6
computers_accessories,2017,10,1,3.0
computers_accessories,2017,10,2,4.6
computers_accessories,2017,10,3,4.111111111111111
computers_accessories,2017,10,4,4.333333333333333
computers_accessories,2017,10,5,2.8666666666666667
computers_accessories,2017,10,6,4.666666666666667
computers_accessories,2017,10,7,4.2727272727272725
computers_accessories,2017,10,8,4.0
computers_accessories,2017,10,9,3.75
computers_accessories,2017,10,10,4.153846153846154
computers_accessories,2017,10,11,4.5
computers_accessories,2017,10,12,4.666666666666667
computers_accessories,2017,10,13,4.375
computers_accessories,2017,10,14,4.333333333333333
computers_accessories,2017,10,15,4.2
computers_accessories,2017,10,16,4.545454545454546
computers_accessories,2017,10,17,4.4
computers_accessories,2017,10,18,4.5
